player_id,player_display_name,position,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_fumbles_lost,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,receiving_fumbles_lost,fg_made,fg_att,fg_long,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,pat_made,pat_att,pt_att,pt_yards,pt_net_yards,pt_long,pt_inside_20
00-0000108,David Akers,K,2001,1,REG,2001_01_STL_PHI,PHI,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,0,1,0,2,2,0,0,0,,0
00-0000145,Derrick Alexander,WR,2001,1,REG,2001_01_OAK_KC,KC,LV,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000166,Stephen Alexander,TE,2001,1,REG,2001_01_WAS_SD,WAS,LAC,0,0,0,0,0,0,0,0,0,0,0,0,2,6,23,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000210,James Allen,RB,2001,1,REG,2001_01_CHI_BAL,CHI,BAL,0,0,0,0,0,0,0,21,43,0,3,0,8,9,32,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000232,Terry Allen,RB,2001,1,REG,2001_01_CHI_BAL,BAL,CHI,0,0,0,0,0,0,0,20,37,1,3,1,1,1,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000251,Mike Alstott,FB,2001,1,REG,2001_01_TB_DAL,TB,DAL,0,0,0,0,0,0,0,5,12,0,0,0,4,6,15,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000282,Morten Andersen,K,2001,1,REG,2001_01_NYG_DEN,NYG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,0,0,0,,0
00-0000313,Gary Anderson,K,2001,1,REG,2001_01_CAR_MIN,MIN,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,2,0,0,0,,0
00-0000316,Jamal Anderson,RB,2001,1,REG,2001_01_ATL_SF,ATL,SF,0,0,0,0,0,0,0,26,86,1,4,0,1,2,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000339,Richie Anderson,FB,2001,1,REG,2001_01_IND_NYJ,NYJ,IND,0,0,0,0,0,0,0,2,21,0,0,0,6,6,53,1,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000552,Obafemi Ayanbadejo,RB,2001,1,REG,2001_01_CHI_BAL,BAL,CHI,0,0,0,0,0,0,0,2,2,0,0,0,2,2,13,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000722,Tony Banks,QB,2001,1,REG,2001_01_WAS_SD,WAS,LAC,7,14,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000745,Tiki Barber,RB,2001,1,REG,2001_01_NYG_DEN,NYG,DEN,0,0,0,0,0,0,0,10,28,0,1,0,3,4,53,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000754,Bryan Barker,P,2001,1,REG,2001_01_WAS_SD,WAS,LAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,288,186,55,0
00-0000865,Charlie Batch,QB,2001,1,REG,2001_01_DET_GB,DET,GB,20,39,276,0,2,7,-44,2,9,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000911,Fred Baxter,TE,2001,1,REG,2001_01_CHI_BAL,CHI,BAL,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0000942,Fred Beasley,FB,2001,1,REG,2001_01_ATL_SF,SF,ATL,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
00-0001098,Brandon Bennett,RB,2001,1,REG,2001_01_NE_CIN,CIN,NE,0,0,0,0,0,0,0,6,43,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0
